sentence,label
Welche Faktoren tragen zum Auftreten eines Kniegelenkssprungs bei?,0
Dann legen Sie den Patienten in die stabile Seitenlage.,1
Dann unterhalten Sie sich mit dem Pädiater.,0
Sie konnten sich dort mehr als 250 Denkmäler ansehen.,1
Der Urin enthält Blut.,1
Seit dem 16. Lebensjahr.,0
"Sie sollten zum Beispiel: die Scheide nur mit Wasser reinigen, beim Toilettengang von vorn nach hinten zu putzen, luftdurchlässige Strümpfe tragen, ausschließlich luftdurchlässige Slip-Einlagen anwenden und nach einer Pilzbehandlung die Wäsche und Handtücher heiß reinigen.",0
"Zum Thema ""Inklusivität"" gehören zum Beispiel: barrierefreie Arztpraxen, öffentlicher Nahverkehr und Einrichtungen mit integriertem Zugang Eine umfassende Gesellschaft setzt überall auf Barrierefreiheit.",0
2025 14:13 Uhr 01:04 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Das Justiz-Ministerium von Sachsen sagt dazu: Die Arbeit von Gerichts-Vollziehern ist gefährlicher geworden.,1
Dann sollten Sie Trinktabletten oder -kapseln aus Traubensilberkerze in Anspruch nehmen.,0
Nach der Darmspiegelung kann ein Patient eventuell Magen-Darm-Beschwerden haben.,0
Sie zerbrechen die Tablette trotzdem?,1
Typische Bakterien sind: Staphylokokkus aureus.,1
Eine Arthrose kann verschiedene Anzeichen haben: Tun bestimmte Bewegungen mit den Fingern oder dem Handgelenk weh?,1
Sie müssen persönlich zu uns kommen.,1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen: Nachrichten Die Flughäfen Leipzig/Halle und Dresden sollen zu den teuersten in Deutschland gehören.,1
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Der Fußball-Verein BSG Chemie Leipzig bekommt jetzt eine Flutlicht-Anlage Hauptinhalt Stand: 07.,1
Sie haben eine Seniorin aus Rudolstadt aufgerufen.,0
Einige Menschen dürfen Kurkuma nicht nehmen.,1
Zum Beispiel: Für die Krankheit Krebs .,1
Die Verschlussblockade des Gefässes muss zeitnah behoben werden.,0
Der Arzt stellt fest: Sie haben Scheidenpilz?,1
Sie liebt die Malerei.,1
Bürger-Geld ist Geld vom Staat.,1
Dann wurde Ihr Auto vielleicht abgeschleppt.,1
Die Erklärung können Sie am Computer ausfüllen .,1
Denn dabei hat alles so gut nach Kaffee geduftet.,1
Sie können das Risiko für eine Blasenentzündung verkleinern.,1
Wenn der Fach-Dienst sagt: Sie haben einen Pflege-Bedarf.,1
Sie findet es gut: Wenn die Kinder in den Schulen mehr über die neuen Medien lernen.,1
Am Samstag gab es ein Fußball-Spiel in der Stadt Dresden.,1
Wir sind für Sie da.,1
Wenn Ihr Gast die Kosten nicht selbst bezahlen kann.,1
Hat ein Familienmitglied eine Koronarherzerkrankung?,0
Aber Paracetamol wirkt sich nicht auf die Ursache der Schmerzen aus.,0
Zum Beispiel in den Städten wie Leipzig und Chemnitz.,0
"Sie erinnern sich auch an weitere Arzneimittel, die außerhalb von Ibuprofen eingenommen werden?",0
"Wenn Sie in Köln residieren, jedoch die Fischer-Prüfung an einem anderen Standort durchführen möchten.",0
Die Menschen aus der Rocker-Gruppe sind Anhängerschaft von den Hells Angels.,0
Sie sind groß.,1
FÃ¼r Ã¤ltere Melde-Daten brauchen Sie eine Auskunft aus dem Archiv .,1
Nach einer kaputten Oberleitung konnte die Strecke am Dienstagmittag wieder freigegeben werden.,1
"Sie sind verpflichtet, uns Nachweise zu übermitteln: Wenn Ihr alter Mietervertrag widerrufen wurde oder Sie gezwungen werden, Ihren Wohnort zu wechseln.",0
Dann können Sie bei uns eine Fortbildung in einfachen Sprachformen anbieten.,0
Warum kann eine Lebensmittel-Erkrankung gefährlich sein?,1
Sie wünschen nachdrücklicheres Interesse an Erkenntnissen zur Quarantäne bei einer Coronavirus-Infektion?,0
Zu hoher Alkoholkonsum kann die Leber irreparabel geschädigt werden.,0
"Und was ist, wenn Sie sich im Ausland aufgehalten haben und eine Urkunde über Ihre Lebenspartnerschaft besitzen möchten?",0
"September 2021, 14:36 Uhr Im Herbst 2019 ereignete sich in Halle eine rechtsextreme Attacke.",0
Die Säuren und Giftstoffe greifen das Zahnfleisch an.,1
"Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache liest, indem Rassistisch und diskriminierend – eine Vielzahl von Titeln von Gemälden und Skulpturen nach den Staatlichen Kunstsammlungen Dresden laut den Kriterien dieser Institution.",0
Und an welchen Stellen Sie sich medizinisch-vorsorglich überprüfen lassen können.,0
Fragen Sie den Apotheker: Wie nutze ich Arnika am besten?,1
Bitte bringen Sie alle nötigen Papiere zum Termin mit.,1
Dann können Mikroorganismen wie Keime oder Viren dank der geschwächten Abwehrleistung leichter in den menschlichen Körper eindringen.,0
"Woran kann man einen Schnupfen erkennen? Kann man ihn anhand bestimmter Symptome wie Husten, Nasenreizung und laufendem Nasensekret identifizieren.",0
Das bedeutet: Sie konnten versuchen einen Renn-Rodel-Schlitten anzuschieben.,1
Dann sollten Sie den Kontakt zu den Triggering-Faktoren sorgfältig vermieden.,0
Sie sind mut-maßliche Mitglieder von der Terror-Gruppe Hamas.,1
"Wie viel Sie exakt aufwenden müssen, hängt vom Standort und der Zeit ab.",0
"Oktober 2021, 19:04 Uhr Heute früh um 7:00 Uhr ereignete sich in der Stadt Dresden ein Unfall.",0
Im Tabak sind verschiedene Stoffe enthalten.,1
Dann gerinnt es vielleicht schneller als normalerweise.,1
Die Medikamente modifizieren die Funktionsweise des Immunsystems.,0
Reizgase sind schädliche Gase.,1
Sie ist immer offen für neue Ideen und Anregungen.,1
Die Bundesregierung hat am 13. Dezember 2019 eine Erklärung zur Stärkung des Gesetzes zum Thema Intensivpflege- und Rehabilitationsstärkungsgesetz (IPREG) vorgelegt.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Ab dem 28.,1
"November 2021, 13:26 Uhr In Sachsen wurde das Corona-Virus von einer Vielzahl von Menschen infiziert.",0
Aber viele Unternehmen entsprechen nicht den gesetzlichen Vorgaben.,0
Auch das Schlüsselbein kann brechen.,1
"Bei Sodbrennen gelangt Magensaft aus dem Magen in die Speiseröhre, was zu einer Reizung der Schleimhaut vermag.",0
Und die Lunge vernarbt vielleicht nicht.,1
Das ätherische Öl in der Pfefferminze kann die Kälte-Rezeptoren in der Haut anregen.,1
Im Bundesland Sachsen-Anhalt bestehen eine Regionalgruppe oder ein Landesverband bei der Deutschen AIDS-Hilfe.,0
"Falls die Querlatte verstellt wird oder bricht, wird das Spiel ausgesetzt, bis sie repariert oder wieder in ihrer ursprünglichen Position eingestellt ist.",0
Mal Hauptinhalt Stand: 26.,1
Vielleicht wird der Chirurg auch ein Probenstück von Magengewebe entnommen.,0
Die Parasiten heißen Cryptostigmata.,0
Der Bundes-Rechnungshof hat gesagt: Einige Krankenhäuser haben vielleicht beim Förder-Geld betrogen .,1
Wenn sie die Fähigkeiten besitzen.,0
Es kostet nichts: Wenn Sie Ihre Daten bei einem Umzug ändern müssen.,1
Damit das Land sich mehrsprachig und barrierefrei entwickelt.,0
Und die Brücke kann vielleicht irgendwann einstürzen.,1
Viele Partnerländer haben cyberbezogene Fähigkeiten in eigensetzten Organisationsformen entwickelt.,0
Diese Menschen bekommen aber eine kleine Belohnung vom Staat.,1
Dann sprechen Sie zuerst mit Ihrem Arzt.,1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Ungeimpfte dürfen künftig bundesweit nur noch Geschäfte für den Grundbedarf aufsuchen.,1
Unsere Fax-Nummer ist: 0221 / 22 12 95 91 Die Abgabe des Antrags kann auch per Post oder elektronisch erfolgen.,0
Und sie haben einen beträchtlichen Lärm erzeugt.,0
Individuen leiden an Gastrointestinal-Beschwerden: Suffering from gastrointestinal symptoms.,0
Und das Geld soll nicht nur 1 Mal gezahlt werden.,1
Bitte führen Sie alle notwendigen Unterlagen zur Sitzung mit.,0
"Wer sich mit dem Virus angesteckt hat, wird in einem eigens dafür vorgesehenen Hotel isoliert.",1
Allergene verursachen eine Allergie.,1
Der Fersensporn entwickelt sich am Ausgangspunkt von Sehnen.,0
L-Thyroxin ist ein Medikament.,1
Wo kann ich die Vaterschaft anerkennen lassen?,1
Warnung: Sie haben Beschwerden oder Ödeme im Bein?,0
Der Chirurg kann einer Entscheidung zustimmen: Eine operative Therapie wird durchgeführt.,0
Sie nehmen neben Baldrian noch andere Medikamente ein?,1
"Hier können Sie diese Nachricht auch in schwerer Sprache lesen Sport Nicht versagt, aber mächtig schwergetan: RB Leipzig hat im DFB-Pokal den Viertligisten SV Babelsberg regelrecht niedergerungen.",1
Denn hier können sie günstig und angenehm residieren.,0
"Beim Überqueren ist es erforderlich, den Straßenverkehr in beide Richtungen sorgfältig zu überwachen.",0
"Im Jahr 2021 trat das Mitteldeutsche Rundfunk bei 14:51 Uhr auf, präsentiert eine Sendung von etwa 27 Minuten Länge, in der Experten gemeinsam über die Corona-Pandemie in Sachsen reflektieren.",0
Wenn die Menschen die Weihnachts-Märkte besuchen wollen: • Dann müssen sie gegen das Corona-Virus ge-impft sein.,1
Verwenden Sie keine scharfen Nagellack-Entferner.,1
"und vorerst letzte ""Urwaldpfad"" in Thüringen feierlich eröffnet worden.",1
Der Täter ist nach der Gewalttat in Flucht geschieden.,0
Deshalb kann sie Dritte bei der Stellung von Anträgen beraten und betreuen.,0
Qualitäts-Standards zur Bürger-Beteiligung Wir brauchen Qualitäts-Standards für die Bürger-Beteiligung in Köln.,1
Heilpflanzen sind besondere Pflanzen.,1
Die Haut kann sich in den betroffenen Regionen gelegentlich einer Braunfärbung unterziehen.,0
Und Sie entwickeln eine klare Sichtweise.,0
E-Mail: leichte-sprache@lhmtk.de Mobil-Telefon: 0 15 78 / 455 88 25 Noch mehr über Leichte Sprache erfahren Sie unter: Infos Dieser Artikel wurde bereits 35710 mal angesehen.,1
Hier liegt die Übersetzung einer E-Mail von Blanczita von Yahoo vom 3.,0
"(Länge: 10 Wörter, Abstand zu Einfassatz: ±20 %)",0
"Die Schleimstoffe sorgen dafür, dass der Stuhl sowohl weicher als auch gleitfähiger wird.",0
Der Mann soll die Straftat aber nicht begangen haben .,1
Er arbeitet seit einigen Jahren für den Verlag Lychatz.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich In Thüringen haben die Menschen mit der Ernte von den Weintrauben angefangen Hauptinhalt Stand: 15.,1
Body-Mass-Index ist der international gebräuchliche Terminus für den Körpermassezugewichtsindex.,0
Es existieren verschiedene Meldebeseitinlichungen.,0
2021 13:39 Uhr 01:11 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Das sind die neuen Corona-Regeln Für ge-impfte Menschen und für genesene Menschen gibt es jetzt mehr Kontakt-Beschränkungen .,1
Die Nerven versorgen bestimmte Bereiche im Körper.,1
"Haben Sie neue Urkunden bestellt, auf dem der Name steht, den Sie jetzt wieder haben?",1
"Sie sind zum Beispiel aus den Staaten Iraks, Syriens oder Irans.",0
"Er strebte danach, zu fliehen.",0
Aber die A4 musste gesperrt werden: Weil nach dem Unfall alles auf-geräumt werden musste.,1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen: Für den Reparaturbonus steht in Sachsen weiterhin Geld zur Verfügung.,1
Vielleicht steht in den neuen Corona-Regeln: Dass sich mehr Menschen treffen dürfen Die Parteien: • Die Linke • und Die Grünen haben gesagt: In der Mitte vom Monat Januar gibt es neue Corona-Regeln.,1
"Deshalb wurden die Schulen im letzten Jahr zeitweise geschlossen, um den Menschen vor Ort einen Kontakt zum Coronavirus zu vermeiden.",0
Sie engagieren sich auch in gemeinsamen Ausflügen und anderen Freizeitangeboten.,0
Anna wird heute nicht früh genug eintriften.,0
2021 13:49 Uhr 01:02 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Das Kultus-Ministerium von Sachsen will aber nicht: Dass in den Schulen die Gender-Zeichen benutzt werden.,1
"Dezember 2021, 12:08 Uhr Aber nur 3 Demonstrationen waren erlaubt: Weil die Veranstalter vorher bei der Polizei Bescheid gesagt haben.",1
Achtung : Öffnen Sie den Eiterherd nicht selbst.,1
In Goch verkauft Holger Hetzel jedes Jahr Pferde.,1
Welche Unterlagen benötige ich für diese Angelegenheit?,0
Zutrifft einige oder mehrere Indikationen auf die Betroffene?,0
Sie haben Anzeichen für Blasenkrebs?,1
Legen Sie den Kopf nicht in den Nacken.,0
Fragen Sie dazu bitte Ihren Sach-Bearbeiter oder Ihre Sach-Bearbeiterin.,1
Und sie wollen in Deutschland arbeiten.,1
Seit Montagmorgen beteiligen sich zwei Bauunternehmen am Projekt.,0
Dann würde er sich nicht schutzten gegen das Coronavirus.,0
Bei zu wenig Flüssigkeit quellen die Schleimstoffe nicht richtig auf.,1
Hier können Sie diese Nachricht auch in anspruchsvoller Sprache lesen. Die Dresdner Musikfestspiele veranstalten erstmals ein Herbstfestival.,0
Zum Beispiel: • Wie viele Autos in den VW-Werken gebaut werden.,1
Der MDR Sachsen-Anhalt berichtet auch über diese Thematik auf seiner hohen Frequenz: MDR SACHSEN-ANHALT – Das Radio wie wir | 05.,0
Die Dreimonatsspritze ist leicht aufzutragen: Empfängerinnen erhalten dreimal im Jahr eine Impfung.,0
Jeder erhält ungleich viel Eltern-Unterstützung.,0
Die Telefonnummer ist: 116 117 Wie wird eine Thrombose behandelt?,1
Sie erhalten hier in Kürze weitere Informationen zum Anmeldevorgang.,0
Die Atmung der betroffenen Person setzt aus?,1
Es existieren diverse Auffassungen.,0
"Das sind rund 1,5 Millionen Euro mehr als in den ursprünglichen Schätzungen vorgesehen.",0
sehr wenig entspielen.,0
Das war im Landkreis Bautzen.,1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Ein Mann ist am Dienstag auf dem Dach einer Regionalbahn in Leipzig mitgefahren.,1
"Wenn Sie sich bewusst sind, dass Sie binnen kurzem einen erheblichen Geldbetrag erhalten werden: In diesem Falle sollten Sie uns über den Ausgang informieren.",0
Die Haut-Wucherungen sind kleinwölbige oder papuläre Ausbildungen auf der Haut.,0
Sie fanden bei ihm nicht nur Drogen im Schwarzmarktwert von 60.000 Euro.,1
Ihr Leben mit Behinderung soll durch den Hund besser werden.,1
Alltagssprache Leichte Sprache Inhalte vorlesen Die Beauftragten der Bundes-Regierung für die Belange von Menschen mit Behinderungen haben viele Aufgaben.,1
Und ich habe Atemnot.,1
Menschen können erhebliche Gesundheitsbeeinträchtigungen durch diese Erkrankung erfahren.,0
Polypen können an verschiedenen Stellen im Körper wachsen.,1
Das war in der Zeit der Deutschen Demokratischen Republik.,0
Es gibt auch viele Selbsthilfegruppen im Netz.,1
Beispiel: 1.,0
Manche dieser Stoffe können das Risiko für Krebs erhöhen.,1
Eine Person leidet zum Beispiel an Akrophobie.,0
Das bedeutet: Es waren 26 Wald-Brände weniger als im letzten Jahr.,1
Oder dass Sie noch nie verheiratet waren.,1
Und sie bereisen auch durch die Jahrhunderte.,0
Die Impfung ist für Kinder: Die zwischen 5 Jahre und 11 Jahre alt sind.,1
Die Ärzte haben ihnen sofort auf dem Stadt-Fest geholfen.,1
Die Startseite öffnet sich nach dem Laden des Systems.,0
(Translation: Is the value lower or higher?),0
Dafür werden 20 Kameras aufgebaut.,1
Er überträgt die Krankheit auf andere Menschen.,1
Seit Dezember 2020 sind in Deutschland diverse Impfstoffe gegen das Coronavirus verfügbar.,0
In schwerer Sprache erhalten die Mitarbeitenden einen retrospektiven Lohnausgleich.,0
Das nennt man auch: weiblicher Zyklus.,1
Ihr Verdauungstrakt ist unbefasst.,0
Damit erhöht sich die Zahl der insgesamt gemeldeten Todesfälle auf 117.666.,1
Dann müssen Sie in Quarantäne .,1
Deshalb liegt der Inzidenz-Wert gegenwärtig bei 452.,0
Reiner Haseloff arbeitet für die CDU.,1
Manche Personen sollten sich auf jeden Fall gegen Grippe impfen lassen: Menschen über 60 Jahre und Diabetiker.,0
Wir vermieten alternative Räume für solche Veranstaltungen.,0
Manchmal kann die Maschine auch stillgelegt werden.,0
Zum Beispiel • Sie haben Kinder sexuell missbraucht .,1
Verzehren Sie keine unverarbeiteten Lebensmittel am Abend.,0
Auch Hausmittel erweisen sich als ineffektiv bei der Bekämpfung von Kopfläusen.,0
"So möchten wir Maßnahmen erlassen, um Sie vor der COVID-19-Erkrankung zu schützen.",0
Die Archiv-Auskunft kostet mehr .,1
Dann wählen Sie die 112.,1
Vermeiden Sie excessive Körpermasse.,0
Die Kritik an den Plänen wird immer lauter.,1
Sie werden dann nicht zur Prüfung zugelassen.,1
Auf der Oberfläche des Schaums befinden sich sehr feine Körnchen.,0
Und Google durchsucht all diese Informationen.,1
Denn es mussten viele Sachen gemacht werden.,1
Unserem Kundenstamm steht ein ausgedehntes Netzwerk unserer Allianz-Agenturen und Vertretungen vor Ort zur Verfügung.,0
Der Mundschutz bedeckt die Nase nicht?,1
Heben Sie die Gegenstände bitte sorgfältig auf!,0
Oder die Telefon-Nummer: 02 21 / 22 10.,1
Dann modifizieren sich die Endometriose-Läsionen im Körper.,0
Bakterien verursachen diese Entzündung.,1
Vor der Prüfung können Sie einen Kurs zur Vorbereitung anmieten.,0
Man kann zu Fuß zum Fluss gehen.,1
Die Bürgerinitiative hat eine Petition verfasst.,0
Legen Sie den Fuß hoch.,1
"Das ist ein Papier auf dem steht, dass Sie heiraten dürfen.",1
Oder Sie können Ihr Wunsch-Kenn-Zeichen telefonisch reservieren lassen.,1
Die Gründe müssen Sie in den Antrag für die Ausnahme-Genehmigung schreiben und genau erklären.,1
"Das bedeutet, dass die Menschen unsicher sind, ob die Regierung über einen langen Zeitraum eine gemeinsame Politik verfolgen wird.",0
Die Straße hat eine neue Asphaltauflage erhalten.,0
Sie erleben bei Ihnen in der Nacht starke Schwitzereaktionen.,0
"Beate Zschäpe, die mutmaßliche Mitinitiatricein des Nationalsozialistischen Untergruppen (NSU), soll sich auch an dem Prozess beteiligen.",0
Sie müssen nicht zur Post.,1
Rauchen ist die häufigste Ursache von Lungenkrebs.,1
"Das sind die strikteren Corona-Regeln: • Im medizinischen Kontext, also in Krankenhäusern und Pflegeheimen, sind die Mitarbeiter verpflichtet, regelmäßig einen Coronavirus-Schnelltest durchzuführen.",0
"Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache lesen: Menschen mit einer fundierten Bildung, die von frühestem Alter an das Lesen und Schreiben erlernt haben, finden es fast unvorstellbar, wie Analphabeten sich im Alltag zurecht bewegen.",0
Volle Betreuung bedeutet: Menschen haben eine rechtliche Unterstützung inallen Lebensaspekten.,0
Bestimmte Hunderassen erfordern die Absolvierung einer Prüfung.,0
Deshalb muss die Konferenz für Unternehmen signifikant verbessert werden.,0
In manchen Fällen bekommen Sie während der Quarantäne aber kein Gehalt: Sie sind nicht gegen das Corona-Virus geimpft?,1
Deshalb sollen die Menschen dort vorsichtig sein.,1
* Die Bilder gehören: Lebenshilfe für Menschen mit geistiger Behinderung Bremen e.,1
In den dilataten Venen wird das Blut abgeleitet.,0
Sie wollen auch klima-neutral werden.,1
Das Ergebnis einer parlamentarischen Initiative von Linksmitgliedern führte zu dieser kleinen Anfrage.,0
Das Formular für die Verlust-Erklärung können Sie hier herunter laden .,1
2021 14:26 Uhr 00:52 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK AMG ist eine große Firma aus den Ländern: • Amerika • und Holland.,1
Deshalb verfügen sie häufig nur über geringe Mittel für andere relevanten Angelegenheiten.,0
Sie hatten sexuelle Kontakte.,0
Oder Sie sind sich nicht sicher?,1
Der Körper hat nicht mehr genug Dopamin?,1
Der Verein verfügt über begrenzte Finanzmittel.,0
Ich habe gesagt: Wählt anders!,1
Oder nahe Verwandte haben eine Schilddrüsenerkrankung?,1
2021 14:00 Uhr 01:59 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Das neue Forschungs-Zentrum arbeitet auch noch mit anderen Forschungs-Zentren zusammen.,1
Wichtig: Ihr Ehe-Fähigkeits-Zeugnis muss gültig sein: Wenn Sie Ihre Ehe im Amt anmelden .,1
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR THÜRINGEN | MDR THÜRINGEN JOURNAL | 06.,1
Der Beitrag von Künstlicher Intelligenz (KI) zur Wirtschaft ist von großem Vorteil.,0
Was können Sie gegen eine Blasenentzündung tun?,1
"Die Polizei hat ermittelt: Es gibt Gründe anzunehmen, dass ein Unbekannter den Todesfall verursacht hat.",0
Und alte Menschen sind eine Generation.,1
Das wollte die Polizei aber nicht.,1
"Der Arzt vermutet, dass das Muttermal eventuell ein Melanom sein könnte.",0
"Schicken Sie den Brief an das Historische Archiv der Stadt Köln, Heumarkt 14, 50667 Köln.",0
Die Experten aus dem Rechtsanwaltsbüro Lange Flöther und Wissing verfügen über umfassende Kenntnisse im Bereich des Insolvenzrechts.,0
Dann konstatieren die Menschen eine vorliegende ältere Geschäftstransaktion.,0
Sprechen Sie deshalb mit Ihrem Arzt.,1
Die Beschwerden sind länger als drei Tage andauernd.,0
Das Innenministerium verweist aber auf den Schutz der Polizisten.,1
Die Frauen heißen: • Martina Hefter Sie schreibt Bücher.,1
Wichtiger Hinweis: Urkunden aus dem Ausland müssen in deutscher Sprache übersetzt werden.,0
Schmerzmittel hemmen die Herstellung dieser Botenstoffe.,1
MDR.DE-Service Barrierefreiheit - Nachrichten aus leichter Sprache. Ein neuer Bereich in Meißen unterstützt freiwillig engagierte Helfer in Krankenhäusern. Stand: 23.05.,0
"Keiner kann exakt ausmachen, was sich dort ereignet hat.",0
Diese Erlaubnis heiÃt Vollmacht.,1
Die Laktose-Zugehörigen sind Produkte aus Milch.,0
Es gibt keine besonderen Anforderungen.,1
Der oder die Beauftragte kann auch keine Projekte mit Geld unterstützen.,1
Wir übernehmen alle relevanten Daten aus Ihrem alten Lizenzen und integrieren sie in den neu ausgestellten EU-Fahrzeugausweis.,0
Dann ist die Bindehautentzündung ansteckender Natur.,0
Dort gibt es zum Beispiel: • Ein Planetarium • und eine Dauer-Ausstellung .,1
So wird der Schmerz für eine bestimmte Zeit nicht an das Gehirn weitergeleitet.,1
"Eine Alkoholabhängigkeit kann sich durch diverse Symptome manifestieren, wie z.B. dass Betroffene ihre Trinkkontrolle verlieren.",0
"(…) Die Abgabe unzutreffender Erklärungen kann strafrechtliche, zivilrechtliche und Folgen bei der künftigen Vergabe öffentlicher Aufträge haben.",1
Demokratie bedeutet: Die Menschen bestimmen mit.,1
Dann gelten besondere Vorschriften: Bis zum siebten Monat sollten Sie Diclofenac ausschließlich im Einverständnis mit Ihrem Facharzt einnehmen.,0
Domenico Tedesco könnte bereits in Kürze als neuer Trainingschef tätig sein. In Deutschland existieren wichtige Medien wie die Tageszeitung Bild und der Fernsehsender Sky Sport.,0
Aber nur wenn es erlaubtes Gras aus Plastik ist.,1
Ein Luxationsriss am oberen oder unteren Sprunggelenk kann eine Vielzahl von Symptomen aufweisen.,0
"Er gilt als Einwohner beider Städte, nämlich Leipzigs und Markkleenburgs.",0
Musik-Aufführungen,0
Dann muss eine benigne Prostataknoten möglicherweise nicht therapiebedürftig sein.,0
Hier leben vier Menschen mit Beeinträchtigung.,0
Einige Schuhe sind bereits mehr als zwei Jahrhunderte alt.,0
Dort kann man sich über Martin Luther informieren und weitere Details erfahren.,0
Auf Deutsch heißt die Initiative: Böller Tschüss.,1
Und sie können sich weitere reizvolle Objekte aus dem Märchen-Film ansehen.,0
"Weiterhin erhalten Sie Informationen von den Städten und Stellen, die zu den Themen verfügen, sowie Ratgeber des Umweltbundesamtes. Im Falle von Blei-Gehalt im Trinkwasser bitten wir um Kontakte falls Sie Fragen haben.",0
Die Bakterien können sich dann nicht mehr so schnell vermehren.,1
Deshalb kann die Beeinträchtigung von Prostaglandinen auch unangenehme Folgen haben.,1
Eine strenge Regel heißt: 2-G-Regel .,1
Dann kann der Arzt Ihnen in einer Operation vielleicht eine künstliche Linse einsetzen.,1
Januar gibt es neue Corona-Regeln im Bundes-Land Sachsen.,1
Sie wollen noch mehr über die Wechseljahre lesen?,1
Für Kinder unter 16 Jahren gelten diese neuen Regeln nicht.,1
"Das kann zum Beispiel sein, wenn: Sie einen sehr häufigen Namen haben.",1
Und dieses Gel ist manchmal auch in Nasenspray.,1
"Eurostat, Pressemitteilung Nr.",1
"Dezember 2021, 16:31 Uhr In Deutschland gibt es einige Menschen: Die eine Alkohol-Sucht haben.",1
"Das bedeutet, dass die Menschen verpflichtet sind, zum Beispiel der Polizei mitzuteilen, dass sie einen Kundgebungsradius planen.",0
"Und was ist, wenn ich im Ausland bin und eine Sterbe-Urkunde haben will?",1
Der Arzt gibt Ihnen alle wichtigen Informationen.,1
Und wir besiedeln viele Räume in der betreuten Wohnform.,0
"Sie werden aufgrund von Symptomen wie etwa ungewöhnlichem Blut im Urin oder Fieber in Betracht gezogen, der möglicherweise mit einem Blasenzellenkarzinom in Zusammenhang steht.",0
Meistens wird Ihr Kind von Montag bis Freitag in einem Erziehungsbereich betreut.,0
Dort verarbeiten die Nervenzellen Informationen.,1
Sie haben ein Recht auf Eltern-Geld: Wenn Sie die leiblichen Eltern sind.,1
Treffen vom Bundestag sind auch Politiker aus diesen Bundes-Ländern dabei: • 19 Politiker aus Thüringen • 18 Politiker Sachsen- Anhalt • und 38 Politiker aus Sachsen.,1
Diese Blut-Proben werden anschließend an ein Labor zugeleitet.,0
Jetzt muss die Polizei noch heraus-finden: Warum die Jugendliche getötet wurde.,1
Sie benötigen eine umfassende Unterstützung und Pflege.,0
Die neue Therme wurde auch barriere-frei gemacht.,1
Zum Ausfüllen eines Formulars wird gebeten.,0
Sie löst sich dann auf und entströmt schließlich in Form von Menstruation aus dem Körper.,0
Deshalb gibt es dort zur-zeit keine Theater-Stücke .,1
Gehen Sie zum Beispiel laufen.,1
Sie glauben: Ich habe vielleicht Krampfadern?,1
Darüber haben schon viele geredet und geschrieben.,1
Der Mundschutz kann andere Menschen vor einer Ansteckung mit dem neuen Corona-Virus schützen.,1
Der Reisedurchfall kann dann zu Problemen führen.,1
Dann gehen Sie regelmäßig zur Früherkennung.,1
Die Firma Deges errichtet den Autobahnstreckenbau.,0
"Und wir möchten nicht, dass die Axt für politische Themen missbraucht wird.",0
Dann rufen Sie sofort den Rettungsdienst: Wählen Sie die 112.,1
Dann entsteht eine Lungenentzündung .,1
"Der Unfallforscher Henrik Liers erklärte, dass viele ältere Menschen sich nicht sehr vertraut mit Elektrofahrrädern machen.",0
"September 2016 war das Datum des Mikrozensus, auf dem Material-Archiv-Bestand. Der Kontakt findet statt unter Benutzerhinweisen, Impressum und Datenschutzbestimmungen.",0
Das BMG und die Krankenkassen der Gesetzlichen Krankenversicherung haben kaum Einblick in das konkrete Versorgungs-geschehen.,1
Dann ist das Auge vielleicht nicht mehr zu sehen.,1
Dann kann ein Apotheker die Kapseln in der Apotheke füllen und zusammenstecken.,1
Sie haben eine 38 Stunden-Woche.,1
So kann ein Wirkstoff auf individuelle Weise für einen bestimmten Patienten komponiert werden.,0
Gestern haben sie gesagt: Welche Politiker von den Grünen für Deutschland bestimmte Aufgaben machen sollen.,1
Manchmal müssen betroffene Personen nur ihren Lebensstil verändern.,1
Wie viel kostet das Umtauschen?,1
Deshalb könnte die betroffene Person dann möglicherweise Symptome von Parkinson-Syndrom aufweisen.,0
Es gibt unterschiedliche Arten von Warzen.,1
Sie können die Dreimonatsspritze anwenden?,1
Die neuesten Nachrichten von dieser Woche Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR SACHSEN - Das Sachsenradio | Nachrichten | 20.,1
Sie haben 44 Körbe geworfen und 85 Punkte erzielt.,0
Deshalb haben sich die Menschen eine besondere Aktion aus-gedacht.,1
Dort fragen Sie nach einer Geburts-Urkunde für die Renten-Versicherung .,1
