sentence,label
Typische Anzeichen der Krankheit sind zum Beispiel: starke Vergesslichkeit Probleme mit alltäglichen Dingen Probleme beim Sprechen Probleme bei der Orientierung Probleme beim Konzentrieren Probleme mit abstraktem Denken falsche Zuordnung von Dingen Verhaltensänderungen Antriebslosigkeit Die Alzheimer Krankheit verläuft in drei Stadien.,1
"Erzieherinnen, die mit Kindern mit Behinderung arbeiten.",1
"Es gibt jedoch Ausnahmen: Beispielsweise genießen Studierende, die bei ihren Familienmitgliedern versichert sind, das Wahlrecht nicht.",0
Sie wollen noch mehr über den Bänderriss am Sprunggelenk lesen?,1
Für eine Meldebescheinigung sind Sie zu uns erwartet.,0
Oder fallen Sie uns eines Tages spontan besuchend ein.,0
Das bedeutet: Es besteht keine Zulassung für den Teilnahme an Fußballspielen.,0
Bei einer Lungenentzündung entzünden sich die Lungenbläschen oder das Lungengewebe.,1
"Das bedeutet: Sie bekommen 2 Mal im Jahr Geld, wenn sie alte Elektro-Geräte reparieren lassen.",1
Der HIV-Test ist sehr genau.,1
"Wer die Sternschnuppen nicht allein betrachten wollte, besuchte in Thüringen, Sachsen und Sachsen-Anhalt eine Veranstaltung.",0
Dann würde helfen.,0
Mussten Sie sich zum Beispiel erbrechen?,0
"Hier können Sie diese Nachricht auch in schwerer Sprache lesen Weil RB Leipzig bei den bislang angewandten 3G-Bestimmungen keine Vollauslastung seiner Heimspiele möglich ist, wird der deutsche Vizemeister ab der Champions-League-Partie gegen Paris St.-Germain die 2G-Regel umsetzen.",1
"An bestimmte Stellen dürfen wir Ihre Daten nur dann weitergeben, wenn Sie der Weitergabe zugestimmt haben.",1
Warum die Ursachen des Unfalls noch unbekannt sind: Die genaue Erklärung ist noch nicht bekanntgegeben.,0
Wir haben über 500 Mitglieder.,1
Das bedeutet: Er weiß viel über Verletzungen an der Hand.,1
Und der Inzidenz-Wert ist sehr groß.,1
Wir passen gut auf ihr Geld auf.,1
Neoplasma.,0
Erhalten Sie sich bitte.,0
Es circuliert Blut durch den menschlichen Körper.,0
Das war am Sonntag-Abend.,1
"Ob es sich um Blaualgen handelt, ist unklar.",1
Deshalb gibt es dort nicht mehr viele freie Betten.,1
Hinweis: Die Gallenblasenentzündung wird nicht behandelt?,1
Für denkende Menschen ist es ein großes Problem.,0
Er ist im Welcome-Center in Bautzen tätig.,0
Das Bundesverfassungsgericht hebt die ursprünglich während der Corona-Pandemie in Krankenhäusern geltenden Triageregelungen auf.,0
Was sind die Ursachen von Weitsichtigkeit?,1
"Die Menschen in Deutschland sind dann arm, wenn sie weniger Einkommen haben als die meisten anderen.",1
Und was die Schüler gegenüber möglichen Hindernissen unternehmen können.,0
Er muss eine Haftstrafe von vier Jahren neun Monaten absolvieren.,0
"Die Frage nach dem Nutzen kieferorthopädischer Behandlung erfordert eine umfassende Untersuchung. Holger Fröhlichs Aufruf, den Nutzen solcher Therapien zu erkunden, ist umso berechtigt, da die Wirkungsweise einer Zahn-Spange bisher nicht ausreichend untersucht wurde.",0
"Ich glaube jedoch nicht, dass es angemessen wäre, wenn ich selbst als Navigator fungieren würde, der unser Land zum nächsten Ziel lenkt.",0
Sie müssen ein abgedrucktes Porträt bei uns vorzeigen.,0
Sie setzen sich gegen den FC Freiburg-St.,0
Aber spätestens ab 20:00 Uhr am Vortag vor dem Abfalltermin.,0
"2025 um 13:26 Uhr ist die Zeit, zu der das Audio-Beiträge des Mitteldeutschen Rundfunks auf dem Link verfügbar gemacht werden wird. Zum Beispiel: Der Erste.",0
Dann husten oder niesen Sie in ein Taschentuch.,1
Solche Kunst-Werke nennt man auf Relief.,1
Bis jetzt mussten sie dafür Geld bezahlen.,1
Das zeigt auch das Logo.,1
"Wer in der Abteilung Einbürgerung für Sie zuständig ist, verweist sich auf den ersten Abschnitt.",0
Und wichtige Vertreter von Abellio unterhalten sich mit den Vertretern der Gesellschaft für den öffentlichen Personennahverkehr.,0
Auf der Oberfläche des Schaums befinden sich sehr feine Körnchen.,0
"Januar 2022, 14:15 Uhr Es gibt eine neue Mutation vom Corona-Virus .",1
Dann kann leicht ein Geschwür im Magen entstehen.,1
Hierzu gehören zum Beispiel Patienten mit Diabetes.,1
Hat die Person vielleicht Untergewicht?,1
August 2025 | 06:20 Uhr MDR SACHSEN-ANHALT – Das Radio wie wir | 11.,1
Durch die Impfung kann Ihr Körper den Krankheitserreger nämlich besser abwehren.,1
Dann ist dieser Wert häufig farblich kenntlich gemacht.,0
Das KiBiz gilt im gesamten Bundesland Nordrhein-Westfalen.,0
Der Arzt stellt fest: Sie haben Scheidenpilz?,1
Die von der Polizei untersagte Demonstration von Gegnern der Corona-Maßnahmen im Vorfeld des Wochenendes in Hamburg bleibt verboten.,0
Außerdem gibt es viele Fotos über die Arbeit von der Teppich-Fabrik.,1
Dann kann das ein Anzeichen für eine Darminfektion sein.,1
Dieses Geld heißt: Zölle .,1
Einige Tage später hat ein Mensch die Munition gefunden.,1
Dieser Text informiert in Einfacher Sprache zum Thema: Pille danach und Spirale danach.,1
Digitalausgabe kaufen Printausgabe bestellen,1
"Die Polizei wird angehalten, die beiden Männer rasch in Gewahrsam zu nehmen.",0
Und andere Menschen nur schwer verstehen.,1
Haben Sie intensive Schmerzen?,0
Dann sollten Sie einige Dinge beachten: Pressen Sie beim Stuhlgang nicht zu stark.,1
Diese Krankheiten sind gefährlich.,0
Sie wollen noch mehr über Dickdarmkrebs lesen?,1
"Einige Einheiten werden zum Schutz vor Verschlechterung abgeschlossen, während andere als Reserven beziehbar bleiben.",0
Das Bundesland Sachsen liegt in den Grenzen der ehemaligen Deutschen Demokratischen Republik (DDR).,0
"September 2021, 14:04 Uhr In der Stadt Erfurt hat gestern ein Mensch mit Stahl-Kugeln geschossen.",1
Nachweis von der Versicherung Nachweis von der Versicherung In Deutschland muss jedes zugelassene Fahrzeug versichert sein.,1
Mit der Lebenshilfe kann man seine Freizeit effektiv und sinnvoll gestalten.,0
Achten Sie daher insbesondere auf Symptome von Leberläsionen.,0
Achtung: Vor jeder Behandlung sollten Sie Ihren Arzt sprechen.,0
"Zum Beispiel: • Das Alter von den Menschen, • welche Bildung die Menschen haben • und wieviel Geld die Menschen verdienen.",1
Bei einer Gallenkolik rutscht nämlich der Gallenstein aus der Gallenblase in den Gallengang.,1
"Antibiotika unterstützen die Therapie bei Erkrankungen wie beispielsweise der Harnblase, den Lunge oder den Mandeln.",0
Die Prostata situiert sich direkt unterhalb der Blase und an der Mündung der Harnröhre.,0
Am Sonntag fand im Bundesland ein Impfaktionstag für Kinder statt.,0
2021 12:42 Uhr 03:19 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Deshalb haben die jungen Menschen von der Gruppe: fridays for future gesagt: Der 24.,1
Bei Fragen zur Gesundheit.,1
die bei der Stadt Köln arbeiten.,1
Am Sonntag gibt es dann einen großen Fest-Umzug .,1
"Das gilt für alle Lebens-Bereiche: für die Schule, die Arbeit und beim Wohnen.",1
"Wir streben an, neue Formate zu entwickeln, um die Mitwirkung von Bürgern und Bürgerrinnen zu fördern.",0
Damit das Amt uns die Erlaubnis geben kann.,1
Wie kann ich meine Adresse im Personalausweis aktualisieren?,0
Man sollte den Abfall sorgfältig in den Müllcontainer abladen.,0
Wir teilen Ihnen schließlich den Ausgangsbefund mit: Ob Ihre Bitte bewilligt wurde.,0
Ab dem Jahr 2026 soll das anders werden.,1
In den Publikationen und Periodika sind eine Vielzahl von Themen abgedeckt.,0
Und die Teufelskralle kann bei Entzündungen zu einer unterstützenden Behandlung vorgehen.,0
Auch passives Rauchen erhöht das Risiko für Lungenkrebs.,1
Die Telefonnummer lautet 0375428102 auf der Polizeidienststelle in Plauen; alternativ kann man sich auch bei der Zeugentelefon-Stelle in Dresden unter 0374140 erreichen.,0
Damit kein Rauch in ihre Häuser eindringt.,0
Darauf stehen wichtige Informationen zum Auto.,1
Menthol kann den Schleim im Hals lösen.,1
Ein Burn-out kann verschiedene Gründe haben.,0
Die Gallenblase depotet die Galen.,0
Achtung: Beim Umgang mit Kindern kann Thymian atemnotbedingte Reaktionen hervorrufen.,0
Betroffene Personen müssen sich gesund ernähren.,1
Ärzte bezeichnen dies als Long-Covid.,0
Ab dem 13. wird die neue Schulstunde für alle Schüler verpflichtend.,0
Das ist unsere E-Mail-Adresse: besser-machen@lhmtk.de Fragebogen zum Ausdrucken Sie können sich auch einen Fragebogen ausdrucken.,1
Was können Sie bei einem Burn-out tun?,1
Sie können die Anwendungen als digitale Notizbücher für Ihre Therapie nutzen.,0
Das war ein Schadensbetrag in Höhe von etwa 50.000 Euro.,0
Ich kann mich um den Hund kümmern.,1
Was müssen Sie bei der Anwendung der Pille beachten?,1
"(Länge: 7 Wörter; Stil: Naturgemäß; W2: Sammelbegriff ""im Klaren"" statt ""sicher""; W6: Abkürzung ""Sie"" statt ""you"")",0
Sie müssen für die Auskunft eine Gebühr in Höhe von sechs Euro entrichten.,0
Bei Geschwüren im Zwölffingerdarm ist die Darm-Schleimhaut stark beschädigt.,1
Der Frakturbruch liegt relativ höher auf dem Oberschenkel.,0
Dann weiß jeder: Die Transaktion ist von mir.,1
Die Besucher können bei einem Spaziergang durch die Stadt mit-machen.,1
Was sind die Ursachen einer Thrombose?,0
Die neuesten Nachrichten von dieser Woche Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR SACHSEN | MDR SACHSENSPIEGEL | 14.,1
Man fühlt sich schwindelig.,1
"Auf Ihre Bestellung empfehlen wir, bitte die Adresse im Ausland anzugeben, an die wir die Eheurkunde zustellen sollten.",0
In den letzten Wochen hat er kontinuierlich an Gewicht verloren.,0
Diese Schwerter werden in einem Video zur Wahl vom Ober-Bürgermeister von Meissen gezeigt.,1
• Sie kooperiert mit anderen Gruppierungen.,0
Der neue Personalausweis ermöglicht eine Vielzahl von Möglichkeiten.,0
Die Kontakt-Stelle Kinder-Tages-Pflege Köln vergibt die Plätze für die Tages-Pflege.,1
Zum Beispiel: Übelkeit Bauchschmerzen Erbrechen Durchfall Bei einer Lebensmittel-Vergiftung kommen diese Beschwerden oft nach wenigen Stunden .,1
"Die wichtigsten Organe sind: das Gehirn, das Herz und die Lunge.",1
Neuer Abschnitt MDR FERNSEHEN Mo 08.09.,1
Wie viel kostet das Umtauschen?,1
Offene Brüche können durchaus einen sehr unansehnlichen Eindruck hervorbringen.,0
Die Bescheinigung bekommen Sie vom Melde-Amt in Ihrem Wohn-Ort in Deutschland.,1
Das ist in der Nähe von der Stadt Grimma passiert.,1
Besonders gefährlich sind Lebensmittel-Erkrankungen für Menschen mit einem schwachen Immunsystem.,1
Das war damals der Fall.,0
Denn am Montag wird der Parkplatz am Terrassen-Ufer wieder auf-gemacht.,1
Ulrike Möhle Der Darmschleimhaut besitzt außen herum eine Schutzschicht.,0
Dann setzt sich die Entzündung spontan zurück.,0
So können Sie unverzüglich und effizient den Notfallalarm auslösen.,0
Denn ich bin ein richtiger Mensch.,1
• Und die nicht richtig schreiben können.,1
Hämorrhoiden sind keine Krankheit im eigentlichen Sinne.,0
"Nachweis über die Haupt-Untersuchung (TÜV) Nachweis über die Haupt-Untersuchung (TÜV) Sie müssen nachweisen, dass Sie die Haupt-Untersuchung bestanden haben.",1
"Wenn nur ein Eltern-Teil den Reise-Pass beantragt, dann ist eine Vollmacht des anderen Elternteils erforderlich.",0
Antibiotika sind Arzneimittel zur Bekämpfung von Erkrankungen.,0
Zu diesen Menschen gehören: Ältere Menschen Menschen mit Vorerkrankungen Raucher Ältere Menschen und Menschen mit Vorerkrankungen haben oft ein schwaches Immunsystem.,1
Sie können selbst zu uns kommen.,1
Wickeln Sie die Person in eine warme Decke um.,0
Am Mahnmal an der Tiergartenstraße 4 in Berlin.,1
Sie müssen das Formular im Zentralamt ordnungsgemäß beglaubigen.,0
Betroffene Personen haben dann zum Beispiel Probleme beim Schlucken.,1
Sie können die Überweisung auch online ausführen.,0
