sentence,label
Angehörige können bei Telio einzahlen.,1
Sie können auf Ihr Konto Geld einzahlen.,1
Das geht auf der Internet-Seite www.mytelio.de.,1
Das sind die Daten für das Konto bei Telio: Empfänger: Telio IBAN: DE 58 2005 0550 1280 3281 78 BIC: HASPDEHHXXX Verwendungszweck: Ihre 7-stellige Telio-Benutzerkonto-Nummer.,1
Hinweise zur Überweisung Überweisungen können bis zu 10 Tage dauern.,1
Füllen Sie das Formular zur Überweisung gut aus.,1
Schreiben Sie in alle nötigen Felder.,1
Schreiben Sie lesbar.,1
Das Geld muss rechtzeitig auf dem Konto sein.,1
Dafür müssen alle Angaben lesbar ausgefüllt sein.,1
Dafür sind Sie verantwortlich.,1
Die JVA ist dafür nicht verantwortlich.,1
Für Untersuchungs-Gefangene können besondere Regeln zum Telefonieren gelten Für Untersuchungs-Gefangene können besondere Regeln gelten.,1
Diese Regeln heißen verfahrenssichernde Maßnahmen.,1
Diese Regeln muss ein Gericht beschließen.,1
Für Untersuchungs-Gefangene mit verfahrenssichernden Maßnahmen gilt: Sie müssen beim Gericht einen Antrag zum Telefonieren stellen.,1
"Wenn das Gericht zustimmt, gilt: Sie dürfen Telio Telefone benutzen.",1
Das gilt im Haftraum.,1
Und für Telefone auf dem Gang.,1
Sie können einzelne Telefongespräche mit bestimmten Personen machen.,1
Dafür müssen Sie mit dem Personal reden.,1
Das Personal stimmt dem Gespräch zu.,1
Oder es kann das Gespräch ablehnen.,1
Pakete empfangen Sie dürfen keine Pakete mit Essen oder Getränken bekommen.,1
Sie dürfen keine Pakete mit Zigaretten oder ähnlichem bekommen.,1
Pakete mit Paketmarken empfangen Gefangene können eine Sonder-Paketmarke beantragen.,1
Den Antrag stellen Sie beim Personal.,1
Regeln für Pakete Gefangene können Elektrogeräte im Paket bekommen.,1
Oder Sie können Bücher bekommen.,1
Elektrogeräte dürfen nicht mehr als 1000 Watt haben.,1
Sie müssen den Empfang von Paketen schriftlich beantragen.,1
Das gilt auch für Päckchen.,1
Das Personal kann Ihnen ein Info-blatt geben.,1
Im Infoblatt steht: das darf in die Pakete oder Päckchen.,1
Beim Personal bekommen Sie auch die Sonder-Paketmarke.,1
Sie müssen die Sonder-Paketmarke rechtzeitig zum Absender vom Paket schicken.,1
Der Absender muss die Briefmarke außen auf das Paket kleben.,1
Sonst kann die JVA das Paket nicht annehmen.,1
Pakete in der JVA abgeben Ihre Familie oder Freunde können Pakete persönlich abgeben.,1
Sie können die Pakete am JVA-Eingang abgeben.,1
Zu diesen Zeiten können Pakete abgegeben werden.,1
Am Montag zwischen 8:00 und 17:30 Uhr.,1
Von Dienstag bis Freitag zwischen 8:00 und 15:30 Uhr.,1
Am Wochenende und an Feiertagen kann man keine Pakete abgeben.,1
Dann nimmt niemand Pakete an.,1
Pakete mit verbotenem Inhalt Pakete mit verbotenem Inhalt schickt die JVA zurück.,1
Dafür muss der Absender bezahlen.,1
Oder das Paket kommt zu Ihrer Habe.,1
Ausstattung des Haftraumes Wir haben alte Gefängnisräume repariert.,1
Und wir haben alte Gefängnisräume modernisiert.,1
Wir haben die Gefängniszimmer so angenehm wie möglich gemacht.,1
Bitte gehen Sie vorsichtig mit den Räumen um.,1
Bitte gehen Sie vorsichtig mit Sachen in den Räumen um.,1
Der Raum ist sauber und hat alle Sachen.,1
Die Liste mit den Sachen im Raum Sie kommen das erste Mal in Ihren Haftraum.,1
"Sie müssen prüfen, ob alles in Ordnung ist.",1
Sie müssen die Sachen prüfen und bestätigen.,1
Dafür nutzen Sie die Liste mit den Sachen im Haftraum.,1
Die Liste heißt auch Inventar-Liste.,1
Prüfen Sie alles genau.,1
Zeigen Sie Probleme sofort an.,1
"Melden Sie sofort, wenn etwas fehlt.",1
"Melden Sie sofort, wenn etwas kaputt ist.",1
Sie bemerken erst später etwas?,1
Spätere Beanstandungen sind Ihr Problem.,1
Sie sind dann dafür verantwortlich.,1
Sachen von der JVA gut behandeln Bitte behandeln Sie die Räume von der JVA gut.,1
Bitte behandeln Sie die Sachen in der Zelle gut.,1
Und behandeln Sie andere Sachen von der JVA gut.,1
Sie verlassen Ihren Haftraum endgültig?,1
Dann lassen Sie alle Sachen von der JVA im Haftraum zurück.,1
Eigene Sachen im Haftraum Sie dürfen Ihren Haftraum mit Sachen einrichten.,1
Der Haftraum muss trotzdem übersichtlich bleiben.,1
Die Sachen dürfen die Sicherheit und Ordnung nicht gefährden.,1
Es gibt Listen mit erlaubten und verbotenen Sachen.,1
Die Listen können Sie auf Ihrer Abteilung lesen.,1
"Sie dürfen am Haftraum nichts verändern Der Haftraum muss so bleiben, wie er ist.",1
Sie dürfen die Möbel nicht umbauen.,1
Sie dürfen Möbel nicht anders verwenden.,1
Sie dürfen die Möbel nicht entfernen.,1
Sie dürfen nichts an Wand oder Decke befestigen.,1
Zum Beispiel keine Stoffe oder Vorhänge.,1
Sie dürfen keine Dinge an der Wand befestigen.,1
Sie dürfen nichts mit Nägeln oder Schrauben befestigen.,1
Sie dürfen keine Bilder ankleben.,1
"Sie dürfen nichts an Wände, Möbel oder die Tür kleben.",1
Nutzen Sie die Bilderleiste oder die Pinnwand.,1
Dort können Sie Fotos oder ähnliches aufhängen.,1
Halten Sie die Gitter frei.,1
Sie dürfen die Fenster nicht bedecken.,1
Sie dürfen zum Beispiel keine Bettlaken oder Wolldecken vor das Fenster hängen.,1
Sie dürfen die Lampen nicht dunkler machen.,1
Sie dürfen nichts über die Lampen hängen.,1
Regeln für Untersuchungs-Gefangene Für Untersuchungs-Gefangene können besondere Regeln gelten.,1
Diese Regeln heißen verfahrenssichernde Maßnahmen.,1
Diese Regeln muss ein Gericht beschließen.,1
Durch diese Regeln kann es weniger Ausstattung im Haftraum geben.,1
"Bücher, Zeitschriften und andere Medien In der JVA gibt es eine Bücherei.",1
"Dort gibt es Bücher, Zeitschriften und andere Medien.",1
Andere Medien sind zum Beispiel DVDs.,1
Sie können die Bücherei nutzen.,1
Sie müssen sich eine Karte für die Bücherei holen.,1
Die Karte bekommen Sie in Ihrer Abteilung.,1
Sie können jede Woche bis zu 3 Dinge ausleihen.,1
Die Zeiten zum Büchertausch stehen im Aushang.,1
Den Aushang finden Sie in Ihrer Abteilung.,1
Sie können sich Medien in der Bücherei wünschen.,1
Schreiben Sie dafür Bücherwünsche in den Katalog der Bücherei.,1
Geben Sie die Wünsche bei dem Personal in der Abteilung ab.,1
Weitergabe und Rückgabe von Büchern und Medien Sie dürfen Sachen aus der Bücherei nicht an andere Gefangene weitergeben.,1
"Das gilt für Bücher, Zeitschriften und andere Medien.",1
Die Karte zur Bücherei bekommen Sie in Ihrer Abteilung.,1
Sie werden entlassen?,1
Oder Sie werden in eine andere Einrichtung verlegt?,1
Bitte denken Sie rechtzeitig an die Rückgabe.,1
"Geben Sie Bücher, Zeitschriften und andere Medien zurück.",1
Geben Sie die Bücherei-Karte zurück.,1
"Eigene Bücher, Zeitschriften und Medien bestellen Sie können eigene Bücher, Zeitschriften und Medien bekommen.",1
"Medien sind hier nur Musik-CDs, Film-DVDs und Spiele für Konsolen.",1
Sie dürfen diese Sachen nur über Versand bekommen.,1
"Versand bedeutet, dass etwas geschickt wird.",1
"Das geht nur, wenn die Anstalt die Versand-Bestellung erlaubt.",1
Fragen Sie dazu das Personal.,1
Die Sachen müssen beim Fachhandel bestellt werden.,1
Die Anstalt organisiert Versand und Bestellung.,1
Radio und Fernsehen Sie wollen ein Radio oder einen Fernseher haben?,1
Dafür müssen Sie einen Antrag stellen.,1
Dann dürfen Sie ein eigenes Radio haben.,1
Dann dürfen Sie einen eigenen Fernseher haben.,1
Radio und Fernseher benutzen Sie dürfen Ihr Radio oder den Fernseher nur in Ihrem Haftraum benutzen.,1
"Die JVA darf die Erlaubnis für Radio und Fernseher wieder zurücknehmen Das gilt zum Beispiel: Wenn Sie das Gerät falsch benutzen, wenn Sie Geräte an andere Gefangene verleihen, wenn Sie Geräte verändern oder wenn das Siegel am Gerät kaputt ist.",1
Dann dürfen Sie kein Radio oder Fernsehen mehr hören oder sehen.,1
Lautstärke von Radio oder Fernsehen Sie dürfen Radios und Fernseher nur leise benutzen.,1
Das heißt immer auch auf Zimmer-Lautstärke.,1
Es gibt eine Ruhezeit Die Ruhezeit beginnt jeden Tag um 22:00 Uhr.,1
Die Ruhezeit endet an Werktagen um 6:00 Uhr.,1
Die Ruhezeit endet am Wochenende und an Feiertagen um 6:30 Uhr.,1
In der Ruhezeit darf die Lautstärke niemand stören.,1
Das Radio darf nicht zu groß sein.,1
Es darf höchstens 30 Liter groß sein.,1
Das ist ungefähr eine Form von 30 Zentimeter Breite und 30 Zentimeter Länge und 30 Zentimeter Höhe.,1
"Auch Radios mit CD-Spieler, Schallplatte oder Kassette dürfen nicht größer sein.",1
Ein Fernseher darf nicht zu groß sein.,1
Der Fernseher darf höchstens 24 Zoll groß sein.,1
Das sind ungefähr 61 cm.,1
Größere Geräte kommen zur Habe in der Kammer.,1
Sie bekommen diese Geräte nicht in den Haftraum.,1
CD-Spieler und DVD-Spieler sind erlaubt.,1
Prüfung und Siegel für Geräte Die JVA lässt Geräte überprüfen.,1
"Das gilt, wenn Geräte nicht original verpackt sind.",1
"Das gilt, wenn Leute Ihnen privat Geräte bringen.",1
Die Überprüfung passiert aus Sicherheitsgründen.,1
Eine Firma überprüft die Geräte.,1
Die JVA gibt den Auftrag an die Firma.,1
Der Gefangene muss die Überprüfung bezahlen.,1
Die Überprüfung dauert eine längere Zeit.,1
Erst danach können Sie die Geräte bekommen.,1
Der Versand-Handel oder ein*e Händler*in hat die Geräte geliefert?,1
Trotzdem kann eine Überprüfung nötig sein.,1
Darüber entscheidet die Abteilungsleitung.,1
Die Geräte bekommen nach der Prüfung ein Siegel.,1
Dann darf man die Geräte nicht mehr öffnen.,1
Auch auf USB-Schnittstellen kommen Siegel.,1
Rundfunk-Beitrag Gefangene in der JVA Neumünster müssen keinen Rundfunk-Beitrag zahlen.,1
Der Rundfunk-Beitrag ist Gebühren für Radio und Fernsehen.,1
Gefangene müssen keine einzelnen Anträge schreiben.,1
Beteiligung von Gefangenen an den Kosten des Vollzuges Die Gefangenen müssen Kosten vom Vollzug bezahlen.,1
Sie müssen Kosten für Verwaltung bezahlen.,1
Und sie müssen die Kosten für Energie-Verbrauch von ihren Geräten bezahlen.,1
"Das gilt für Geräte, die Strom aus der Steckdose brauchen.",1
Der Grundbedarf ist kostenlos.,1
"Zum Grundbedarf gehören: ein Fernseher, ein Radio, ein Wasserkocher, eine Kaffeemaschine, eine Lampe zum Lesen und ein Rasierer oder Bart-Schneider.",1
Informationen finden Sie im Merkblatt zu Kosten.,1
Das Merkblatt gibt es als Aushang in Ihrer Abteilung.,1
Sie verdienen regelmäßig Geld?,1
Dann müssen Sie auch einen Teil von den Haftkosten zahlen.,1
Duschen Sie können mindestens 3-mal pro Woche duschen.,1
Sie arbeiten als Gefangener?,1
Dann können Sie normalerweise jeden Tag duschen.,1
Wäsche-Tausch und Kleidung Sie können Ihre private Kleidung tragen.,1
Für private Kleidung müssen Sie einen Antrag schreiben.,1
Dann könne Sie Ihre Kleidung tragen.,1
Sie müssen den Antrag bei der Leitung Ihrer Abteilung abgeben.,1
Informationen stehen auf einem Merkblatt.,1
Das Merkblatt gibt es in Ihrer Abteilung.,1
Fragen Sie das Personal danach.,1
Private Kleidung dürfen Sie nur in der Freizeit tragen.,1
Die Sicherheit und Ordnung der JVA darf nicht in Gefahr sein.,1
Sie müssen für die Reinigung von Privat-Kleidung selbst zahlen.,1
Und Sie müssen Reparaturen von Privat-Kleidung selbst zahlen.,1
Sie können das nicht zahlen?,1
Dann müssen Sie Gefängnis-Kleidung tragen.,1
Sie tragen Kleidung von der JVA?,1
Dann bezahlt die JVA die Reinigung.,1
Besondere Regeln zur Kleidung für Untersuchungs-Gefangene Untersuchungs-Gefangene dürfen eigene Kleidung tragen.,1
Beim Besuch müssen sie Anstalts-Kleidung tragen.,1
Sie müssen genug Kleidung zum Wechseln haben.,1
Sie müssen die Kleidung regelmäßig reinigen.,1
Die Kleidung darf nicht gefährlich sein.,1
Die Kleidung darf die Ordnung nicht stören.,1
Für Untersuchungs-Gefangene können mehr besondere Regeln gelten.,1
Diese Regeln heißen verfahrenssichernde Maßnahmen.,1
Diese Regeln muss ein Gericht beschließen.,1
Wäsche-Tausch Fragen Sie die Mitarbeiter Ihrer Abteilung nach den Zeiten für Wäsche-Tausch.,1
Und nach Regeln für die Reinigung.,1
Sie können die Zeiten auch auf einem Aushang in Ihrer Abteilung lesen.,1
Behandlung durch Ärzte oder Zahnärzte In der JVA gibt es einen Anstalts-Arzt.,1
Dieser Arzt hat Sprechstunden.,1
"Die Sprechstunden sind am Montag, Dienstag, Mittwoch und Freitag.",1
Sie wollen zur Sprechstunde?,1
Dann melden Sie sich bitte früh am Morgen beim Personal in Ihrer Abteilung.,1
Sie sollen sich spätestens bei der Ausgabe der Morgenkost melden.,1
Das Frühstück heißt auch Morgenkost.,1
Der Zahnarzt kommt auch in die JVA.,1
Er ist am Montag und am Donnerstag in der JVA.,1
Sie wollen zum Zahnarzt?,1
Dann müssen Sie sich spätestens am Tag vor dem Zahnarzt Besuch melden.,1
Melden Sie sich spätestens bei der Ausgabe der Mittags-Kost.,1
Melden Sie sich beim Personal in Ihrer Abteilung.,1
Im Notfall melden Sie Probleme mit der Gesundheit sofort Melden Sie Notfälle sofort.,1
Notfälle können Ihr Leben oder Ihre Gesundheit gefährden.,1
Religiöse Veranstaltungen An Sonn- und Feiertagen gibt es in der Anstalt christliche Gottesdienste.,1
Am letzten Freitag im Monat gibt es Religionsunterricht für muslimische Inhaftierte.,1
Der Unterricht ist auf Deutsch.,1
Beachten Sie bitte die Aushänge in Ihrer Abteilung.,1
Sie müssen Anträge für Einzelgespräche und Gespräche in Gruppen bei Ihrer Abteilung stellen.,1
Die Anträge gehen an die christlichen Seelsorger*innen.,1
Sie wollen seelsorgerische Gespräche für andere Religionen?,1
Dafür müssen Sie bei der Abteilungsleitung fragen.,1
Interessenvertretung der Inhaftierten In der JVA Neumünster können Gefangene eine Interessen-Vertretung wählen.,1
Die Interessenvertretung soll den Gefangenen helfen.,1
Die Interessen-Vertretung kann Ideen und Tipps an die Leitung der Einrichtung geben.,1
Die Leitung spricht mit der Interessen-Vertretung darüber.,1
Die Ideen und Tipps sollen für alle Gefangenen wichtig sein.,1
Es gibt einen Aushang in Ihrer Abteilung.,1
In dem Aushang stehen die Namen von den Mitgliedern der Interessen-Vertretung.,1
Besondere Hilfen und Behandlungsangebote externer Einrichtungen Andere Einrichtungen helfen Inhaftierten.,1
Sie helfen bei Arbeit und Ausbildung.,1
Sie helfen bei Fragen und Problemen zu erlaubten und verbotenen Drogen.,1
Sie helfen bei Schulden und bei Wohnungsproblemen.,1
Gefangene können eine AIDS-Beratung bekommen.,1
Sie wollen ein Einzelgespräche über HIV und AIDS?,1
Stellen Sie den Antrag bei der Kranken-Abteilung.,1
Die Kranken-Abteilung vermittelt dann den Kontakt.,1
Die Vermittlung ist vertraulich und anonym.,1
Sie sprechen dann mit Frau Struve.,1
Frau Struve arbeitet bei der AIDS-Hilfe Neumünster.,1
Beratungsstellen Gefangene mit besonderen Problemen kann es psychologische Beratung geben.,1
Zum Beispiel bei Gewalttaten oder Sexualstraftaten.,1
Dort bekommen Sie Hilfe.,1
Sie können auch die Familien-Beratung fragen.,1
Die Familien-Beratung hilft bei Problemen in der Familie.,1
Zum Beispiel bei Fragen zur Beziehung oder Problemen bei der Erziehung.,1
"Die Integrations-Beratung hilft, wenn Sie die ganze Haftzeit im Gefängnis bleiben.",1
Diese Beratung hilft bei Fragen zu Wohnung und Arbeit.,1
Sie wollen mehr zu Beratungs-Angeboten und Sprechzeiten wissen?,1
Dann fragen Sie das Personal in Ihrer Abteilung.,1
Meldepflicht Viele Sachen müssen Sie sofort dem Personal in der Abteilung melden.,1
"Das gilt für Krankheiten, Verletzungen, Arbeitsunfälle, Hautausschläge und Ungeziefer.",1
"Auch diese Sachen müssen Sie sofort dem Personal im Vollzug mitteilen: Sie erfahren von einem Plan für Selbst-Verletzung, oder einem Plan für Selbstmord, oder einem Plan für einen Angriff auf Personen, oder einem Plan für eine Flucht oder einem Plan für eine Meuterei.",1
Verbote Diese Sachen sind auf jeden Fall verboten: Rauchen draußen vor dem Haftraum.,1
Tätowieren.,1
Und der Besitz von Tätowier-Materialien.,1
"Verwendung, Besitz oder Weitergabe von erlaubten Drogen.",1
"Zum Beispiel Alkohol, Medikamente, neue psychoaktive Substanzen und Cannabis.",1
"Verwendung, Besitz oder Weitergabe von verbotenen Drogen.",1
Besitz von Zubehör für Drogen und selbst gemachten Rauch-Geräten.,1
Der Arzt gibt Ihnen Tabletten oder Cannabis?,1
Nur dann dürfen Sie diese Sachen besitzen und benutzen.,1
Sie machen nicht bei Urinkontrollen mit.,1
Oder Sie verändern Urintests.,1
Dann behindern Sie die Kontrolle von Drogen.,1
Wände und Schränke mit Papier bekleben.,1
Und Wände und Schränke beschriften.,1
Auch diese Sachen sind verboten: Sie beschädigen absichtlich Eigentum der Anstalt oder Siegel.,1
Sie zerstören absichtlich Eigentum der Anstalt oder Siegel.,1
Sie verändern etwas an Strom-Leitungen oder Anlagen.,1
Sie verändern etwas an Wasser-Leitungen und Anlagen.,1
Sachen und Essensreste in das Klo werfen.,1
Diese Dinge im Klo herunterspülen.,1
Dinge aus dem Fenster werfen.,1
Etwas vor die Lüftungsschlitze stelle oder legen.,1
Kontakt zu Gefangenen durch das Fenster Ruhestörungen und Belästigungen.,1
"Das ist zum Beispiel: Rufen, Klopfen, lautes Singen, laut Radio und Fernseher hören etwas mit dem Spiegel am Zellenfenster machen.",1
Das Personal hat Sie an einen Ort geschickt.,1
Sie dürfen den Platz nicht verlassen.,1
Sie Gehen in andere Abteilungen ohne Erlaubnis der Mitarbeiter*innen.,1
Geschäfte mit anderen Gefangenen machen.,1
Gegenstände tauschen oder leihen.,1
Sachen besitzen oder weitergeben ohne Erlaubnis der Anstalt.,1
Auch diese Sachen sind verboten: Besitz von mehr als fünf Behältern Tabak.,1
die Ruf-Anlage ohne Grund benutzen.,1
Benutzen von elektrischen Geräten ohne VDE Prüf-Zeichen.,1
Türspione zukleben.,1
Sichtfenster an sehr sicheren Haft-Räumen zukleben.,1
die eigene PIN an andere Gefangene weitergeben.,1
Die PIN von anderen Gefangenen nutzen.,1
"Handys, Smartphones, Tablets, Zubehör zu diesen Geräten, USB-Sticks und Speicherkarten besitzen.",1
"Hiebwaffen, Stichwaffen, Schusswaffen und Rasierklingen besitzen.",1
Mehr als einem Rasierer von der JVA besitzen.,1
"Sammeln von Medikamenten, die Ihnen der Arzt gibt.",1
Und sammeln von auf der Abteilung verteilten Medikamenten.,1
Und weitergeben von Medikamenten an andere Gefangene.,1
Bargeld oder Zahlungs-Mitteln wie PaySafe-Codes besitzen.,1
"Auch diese Sachen sind verboten: Spiele, die wie Glücksspiel aussehen.",1
"Spiele, bei denen man etwas einsetzen oder geben muss.",1
"Das passiert, wenn Sie gegen die Verbote verstoßen Wenn Sie gegen Regeln verstoßen, werden Sie bestraft.",1
In der JVA gibt es disziplinarische Strafen.,1
Zum Beispiel Verbote.,1
Oder etwas wird Ihnen nicht länger erlaubt.,1
Bei einem Verbrechen kann es eine Anzeige geben.,1
Sie machen nicht bei Kontrollen auf Suchtmittel mit?,1
Diese Kontrollen sind Urin- und Speicheltests.,1
Dann bekommen Sie eine disziplinarische Strafe.,1
Die JVA denkt dann immer: Sie haben verbotene Sachen eingenommen.,1
Sie müssen Schäden ersetzen Wenn Sie Sachen von der Anstalt beschädigen müssen Sie dafür zahlen.,1
Wenn Sie Sachen von der Anstalt verlieren müssen Sie dafür zahlen.,1
Anträge und Beschwerden Sie können Sachen mit dem Personal besprechen.,1
Die Sachen müssen Sie selbst betreffen.,1
"Zum Beispiel Wünsche, Ideen und Beschwerden.",1
Fragen Sie zuerst die Mitarbeiter in Ihrer Abteilung.,1
Diese helfen Ihnen.,1
"Die Mitarbeiter entscheiden auch, ob Sie einen Antrag schreiben müssen.",1
"Anträge schreiben Das Personal sagt Ihnen, wenn Sie einen Antrag schreiben müssen.",1
Dann schreiben Sie den Antrag.,1
"Schreiben Sie, was Sie wollen.",1
Und schreiben Sie eine kurze Begründung.,1
"Schreiben Sie auf, warum Sie etwas wollen.",1
Das hilft später dem Personal bei der Entscheidung zum Antrag.,1
Den Antrag geben bei dem Personal in Ihrer Abteilung ab.,1
Oft kann das Personal über den Antrag entscheiden.,1
Vielleicht kann das Personal in Ihrer Abteilung bei dem Antrag nicht helfen.,1
Dann leitet das Personal Ihren Antrag weiter.,1
"Was passiert, wenn das Personal den Antrag weiterleitet?",1
Dann entscheidet die Abteilungs-Leitung über Ihren Antrag.,1
Oder die Leitung leitet den Antrag weiter.,1
Gespräche mit der Vollzugs-Leitung oder der Anstalts-Leiterin Sie können mit der Vollzugs-Leitung oder der Anstalts-Leiterin sprechen.,1
Für Gespräche mit der Leitung müssen Sie einen Antrag schreiben.,1
So beantragen Sie einen Termin für das Gespräch.,1
Sie müssen einen Grund für den Termin in den Antrag schreiben.,1
Gespräche mit der Aufsichts-Behörde Die Aufsichts-Behörde prüft regelmäßig JVA.,1
Dazu kommen Vertreter*innen von der Aufsichts-Behörde in die JVA.,1
Die Aufsichts-Behörde ist das Justiz-Ministerium.,1
Sie dürfen mit den Vertreter*innen der Aufsichts-Behörde sprechen.,1
Das Gespräch ist dann bei einer Prüfung der JVA.,1
Sie dürfen nur zu bestimmten Themen mit den Vertreter*innen reden.,1
Die Themen müssen selbst betreffen.,1
Sie wollen so ein Gespräch?,1
Dann müssen Sie das beantragen.,1
Ihr Name kommt dann auf die Vormerk-Liste.,1
Auf dieser Liste stehen Themen für die Vertreter*innen der Aufsichts-Behörde beim Besuch.,1
Sie dürfen beim Gericht zu Maßnahmen der JVA Anträge stellen Sie können gegen Regeln und Entscheidungen der JVA einen Antrag bei Gericht abgeben.,1
Das ist Ihr Recht.,1
Das steht so in vielen Gesetzen.,1
Die Namen und Paragrafen von den Gesetzen finden Sie im Text in Alltagssprache.,1
Das Gericht entscheidet dann über den Antrag.,1
Sie müssen den Antrag bei der Strafvollstreckungs-Kammer des Landgerichts stellen.,1
Diese Anträge können Sie beim Gericht stellen Der Antrag kann gegen Anordnungen der JVA sein.,1
Oder gegen Verfügungen der JVA.,1
Oder gegen andere Maßnahmen der JVA.,1
Oder gegen die Ablehnung von etwas sein.,1
Es muss dabei um Regeln für einzelne Sachen gehen.,1
Sie müssen den Antrag beim Gericht rechtzeitig abgeben.,1
Sie müssen den Antrag innerhalb von 2 Wochen ans Gericht senden.,1
Zum Beispiel 2 Wochen nachdem Sie eine Entscheidung schriftlich bekommen haben.,1
Oder 2 Wochen nach der schriftlichen Mitteilung einer Maßnahme.,1
Oder 2 Wochen nach der Ablehnung einer Maßnahme.,1
Sie müssen den Antrag als Brief schreiben.,1
Oder Sie erzählen den Antrag im Büro des Landgerichts.,1
Auch Untersuchungs-Gefangene können Anträge beim Gericht abgeben Untersuchungs-Gefangene dürfen gegen Entscheidungen der Anstalt einen Antrag abgeben.,1
Das steht so in der Straf-Prozess-Ordnung in Paragraf 119.,1
Sie können den Antrag beim Gericht abgeben.,1
Sie geben den Antrag an die*en Haftrichter*in.,1
Dienstaufsichts-Beschwerden einreichen Sie können auch Beschwerden über Mitarbeiter der JVA abgeben.,1
Diese Beschwerden heißen Dienstaufsichts-Beschwerden.,1
Für diese Beschwerden gibt es keine Frist.,1
Beschwerden an den Petitions-Ausschuss Sie können auch Beschwerden an den Landtag von Schleswig-Holstein schicken.,1
Dazu müssen Sie an den Petitionsausschuss des Landes Schleswig-Holstein schreiben.,1
Für diese Beschwerden gibt es keine Zeitgrenze.,1
Anstaltsbeirat In der Justizvollzugsanstalt Neumünster gibt es einen Anstalts-Beirat.,1
Die Personen im Anstalts-Beirat gehören nicht zur JVA.,1
Der Anstalts-Beirat hilft der JVA.,1
Und er hilft bei der Betreuung der Gefangenen.,1
Der Beirat sagt der Leitung Ideen für Verbesserungen.,1
Die Mitglieder vom Beirat besuchen die JVA regelmäßig.,1
Sie nehmen Wünsche und Ideen von Gefangenen als Briefe an.,1
Sie wollen mit einem Mitglied des Beirats sprechen?,1
Dafür können Sie einen Antrag in einen Briefkasten werfen.,1
Dafür gibt es einen extra Briefkasten.,1
Die JVA leitet den Antrag an den Beirat weiter.,1
Verstöße gegen Verhaltensvorschriften Ihre Pflichten stehen im Strafvollzugsgesetz.,1
Und im Untersuchungshaft-Vollzugsgesetz für Schleswig-Holstein.,1
Oder in dieser Hausordnung.,1
Sie haben gegen Pflichten verstoßen?,1
Und es ist Ihre Schuld?,1
Dann gibt es ein Disziplinar-Verfahren.,1
Das Disziplinarverfahren ist ein extra Verfahren.,1
Es gibt Disziplinarverfahren zusätzlich zu Strafverfahren oder Bußgeld-Verfahren.,1
Ab wann gilt diese Hausordnung?,1
Diese Hausordnung gilt ab dem 12.,1
Juni 2024.,1
Die Hausordnung vom 24.,1
Februar 2023 gilt nicht mehr.,1
"Neumünster, 12.",1
Juni 2024.,1
Die Anstaltsleiterin.,1
Der Text in Leichter Sprache ist von André Delor Institut für Leichte Sprache Lebenshilfe Schleswig-Holstein e.V.,1
Kehdenstraße 2-10 24103 Kiel Der Text wurde von der Prüfgruppe des Instituts für Leichte Sprache Lebenshilfe S-H geprüft.,1
Die Bilder im Text sind von: Lebenshilfe für Menschen mit geistiger Behinderung Bremen e.V.,1
"Illustrator Stefan Albers, Atelier Fleetinsel, 2013 Seiten 2, 4 Mitte und unten, 5 oben, 6 oben, 12 oben, 14 unten, 17, 18 unten, 22 unten, 23, 24, 25 oben, 29 unten, 32,33, 34 oben , 35, 36, 37 oben, 39, 48 unten, 49 Justizministerium Schleswig-Holstein: Seiten 3, 5 oben, 6 bis 11, 12 unten, 13, 14 oben, 15, 16 unten, 19 bis 21, 22 oben, 25 unten, 26, 27, 28 unten, 29 oben, 30, 31, 37 unten 38, 40 bis 47, 48 oben Pixabay Bild Paket, Seite 4 oben Canva (verändert) Lebenshilfe Schleswig-Holstein; Seiten 16 oben, 18 oben, 27 oben, 28 oben, 34 unten.",1
© European Easy-to-Read Logo: Inclusion Europe.,1
"Mehr Informationen im Internet unter: Internetseite von Inclusion Europe Montag-Donnerstag Freitag Samstag, Sonntag, Feiertage Wecken, Aufschluss 6:00 Uhr 6:00 Uhr 6:30 Uhr Morgenkost Ausgabe 6:30 Uhr 06:30 Uhr 07:00 Uhr Arbeitszeit vormittags 7:00 bis 12:00 Uhr 7:00 bis 11:40 Uhr -- Mittagskost Ausgabe 12:00 Uhr 12:00 Uhr 11:45 Uhr Arbeitszeit nachmittags 12:30 bis 16:00 Uhr Keine Arbeitszeit Keine Arbeitszeit Abendkost Ausgabe 16:15 oder 17:00 Uhr 16:15 oder 17:00 Uhr 16:30 Uhr Nacht-Verschluss 20:00 Uhr 20:00 Uhr 17:00 Uhr Nachtruhe 22:00 Uhr 22:00 Uhr 22:00 Uhr",1
Hausordnung Jugend-Arrest-Anstalt Schleswig Die Hausordnung in Standardsprache ist vom 7.,1
Mai 2024.,1
Dies ist der Text in Leichter Sprache Die Hausordnung gibt es auch in schwerer Sprache.,1
Manchmal gibt es vielleicht Fragen.,1
Oder etwas ist unklar.,1
Was bedeutet ein Satz in der Hausordnung?,1
Oder das Personal versteht die Hausordnung anders als der Gefangene.,1
Dann gilt der Text von der Hausordnung in schwerer Sprache.,1
Manche Worte gibt es in verschiedenen Formen für unterschiedliche Geschlechter.,1
Zum Beispiel Arzt oder Ärztin.,1
Dafür steht in diesem Text zum Beispiel: Ärzt*in.,1
Damit meinen wir Menschen mit allen Geschlechtern.,1
